요구사항ID,도메인,요구사항,관계유형,관련 요구사항ID,관계 설명,요구 설명,우선순위,3사/핏지니 포함여부,대표 출처,중복 병합 출처 수,비고
REQ-HQ-105,본사·대시보드,자동화 정책 라이브러리,독립,,현재 기준 독립 요구사항으로 판단,"본사관리(FG) / 고급 분석(FG). 3사 비교: BroJ=×, OnFit=×, LessonBook=×, FitGenie=○. 핏지니 정책 세트",,"BroJ=×, OnFit=×, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R149,1,원천 기능행
REQ-HQ-106,본사·대시보드,재등록률,중복병합,"REQ-STF-032, REQ-MBR-009, REQ-MBR-049, REQ-MBR-050, REQ-RSV-006, REQ-MBR-032","동일 또는 사실상 같은 요구를 2개 출처에서 병합. 관련그룹=회원등급/세그먼트, 대시보드/KPI, 권한/역할","대상=/; 설명=지점 전체의 만료 회원 대비 재등록 비율. 
지점의 회원 유지 성과를 측정하며, 전체 FC의 평균 재등록율을 집계한 지표.; 계산식=(재등록 회원 수 / 만료 회원 수) × 100; 목표=50%+; 연동=CRM/매출 / 단계=재구매 & LTV (Renewal); 계산식=(재등록 / 만료회원) × 100; 목표=45-55%↑; 의미=반복 구매 지표",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::1. 회사 성장 & Team Health_26_0121!R34 | 대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::2. 매출관리 & CRM Health!R26,2,대시보드/KPI
REQ-HQ-107,본사·대시보드,재등록률 비교,유사연계,"REQ-CLS-008, REQ-CLS-016, REQ-HQ-106, REQ-MBR-001, REQ-STF-024, REQ-CLS-012","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-CLS-008 GX 출석률 비교, REQ-CLS-016 PT 재구매율 비교, REQ-HQ-106 재등록률, REQ-MBR-001 AI 기반 재등록 타이밍 최적화","HQ Dashboard > 전 지점 KPI 리더보드 > KPI 메인. 지점별 재등록률을 비교해 상위/하위 지점을 색상/랭킹으로 표시한다.. Input=지점별 재등록 데이터, 만료/재등록 로그. Output=지점별 재등록률 %, 랭킹, 편차 시각화. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R127,1,스포짐 원천요구
REQ-HQ-108,본사·대시보드,재등록 전환율,유사연계,"REQ-STF-032, REQ-MBR-009, REQ-MBR-049, REQ-MBR-050, REQ-MBR-032, REQ-RSV-006","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=회원등급/세그먼트, 대시보드/KPI, 권한/역할. 예: REQ-STF-032 재등록, REQ-MBR-009 PT/재등록 예측 모델, REQ-MBR-049 재등록 대상 자동 추출, REQ-MBR-050 재등록 추천 플랜 3종","대상=/; 설명=회원권 만료 예정 회원 중 재등록으로 전환되는 비율. 
회원 유지 및 LTV 증대의 핵심 지표로, FC의 재등록 상담 역량을 평가.; 계산식=(재등록 회원 수 / 만료 예정 회원 수) × 100; 목표=50%+; 연동=CRM/매출",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::1. 회사 성장 & Team Health_26_0121!R7,1,대시보드/KPI
REQ-HQ-109,본사·대시보드,재참여율,유사연계,"REQ-CLS-016, REQ-MBR-009, REQ-MBR-049, REQ-MBR-050, REQ-CLS-047, REQ-MBR-033","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=회원등급/세그먼트, 대시보드/KPI. 예: REQ-CLS-016 PT 재구매율 비교, REQ-MBR-009 PT/재등록 예측 모델, REQ-MBR-049 재등록 대상 자동 추출, REQ-MBR-050 재등록 추천 플랜 3종",대상=/; 설명=GX/필라테스 프로그램 종료 후 다시 등록하는 회원의 비율. 프로그램 LTV 및 지속 가능성을 측정. 수업 만족도의 결과 지표.; 계산식=(재등록 회원 수 / 프로그램 종료 회원 수) × 100; 목표=65%+; 연동=CRM/매출,,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::1. 회사 성장 & Team Health_26_0121!R24,1,대시보드/KPI
REQ-HQ-110,본사·대시보드,전사 NPS,유사연계,"REQ-GEN-060, REQ-MBR-016, REQ-CLS-016, REQ-CLS-020, REQ-STF-009, REQ-CLS-012","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-GEN-060 퇴근 전 One-Line 리플렉션, REQ-MBR-016 데이터 인사이트, REQ-CLS-016 PT 재구매율 비교, REQ-CLS-020 PT 캠페인 성과 분석","대상=/; 설명=전체 지점의 NPS 평균값. 
브랜드 전체의 고객 충성도 및 추천 마케팅 잠재력을 측정. 전사 평판 관리의 핵심 지표.; 계산식=Σ(개별 지점 NPS) / 지점 수; 목표=50+; 연동=CRM/매출",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::1. 회사 성장 & Team Health_26_0121!R54,1,대시보드/KPI
REQ-HQ-111,본사·대시보드,전 지점 KPI 종합 리더보드,유사연계,"REQ-CLS-012, REQ-STF-045, REQ-GEN-060, REQ-SET-016, REQ-APP-042, REQ-FAC-038","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=회원등급/세그먼트, 대시보드/KPI. 예: REQ-CLS-012 PT/GX/FC KPI 비교, REQ-STF-045 직원 상세 패널(KPI·실적·일정), REQ-GEN-060 퇴근 전 One-Line 리플렉션, REQ-SET-016 메인 대시보드","HQ Dashboard > 전 지점 KPI 리더보드 > KPI 메인. 전 지점의 재등록률, PT 재구매율, 신규 정착률, AT-RISK 회수율, GX 출석률, 시설 지표를 한 화면에 점수화(100점 기준)하여 보여준다.. Input=지점별 KPI 지표(재등록, PT, GX, AT-RISK, 시설 점검률), 지점 코드. Output=지점별 종합 점수(0~100), 순위, 상위/하위 그룹 구분. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R126,1,스포짐 원천요구
REQ-HQ-112,본사·대시보드,전체 매출 달성율,유사연계,"REQ-HQ-113, REQ-CLS-016, REQ-STF-009, REQ-CLS-017, REQ-STF-021, REQ-CLS-008","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-HQ-113 전체 매출 성장률, REQ-CLS-016 PT 재구매율 비교, REQ-STF-009 PT 매출 상위 10명, REQ-CLS-017 PT 종료 자동 감지 및 재구매 상담 리스트 생성","대상=/; 설명=본사 전체의 연간 또는 분기 매출 목표 대비 달성 비율. 
전사 경영 목표 달성도를 측정하며, 전체 지점 매출의 합산 지표.; 계산식=(실제 매출 / 목표 매출) × 100; 목표=+40% YoY; 연동=CRM/매출",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::1. 회사 성장 & Team Health_26_0121!R45,1,대시보드/KPI
REQ-HQ-113,본사·대시보드,전체 매출 성장률,유사연계,"REQ-CLS-008, REQ-HQ-112, REQ-STF-009, REQ-CLS-017, REQ-STF-021, REQ-FAC-050","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-CLS-008 GX 출석률 비교, REQ-HQ-112 전체 매출 달성율, REQ-STF-009 PT 매출 상위 10명, REQ-CLS-017 PT 종료 자동 감지 및 재구매 상담 리스트 생성",대상=본사 (HQ)/CEO / 회장; 설명=전년 동기 대비 전체 매출 증가율. 기업 성장성을 측정하는 최상위 재무 지표. 투자 유치 및 기업 가치 평가의 핵심.; 계산식=[(당기 매출 - 전년 동기 매출) / 전년 동기 매출] × 100; 목표=+40% YoY; 연동=CRM/매출,,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::1. 회사 성장 & Team Health_26_0121!R44,1,대시보드/KPI
REQ-HQ-114,본사·대시보드,전체 회원 LTV,유사연계,"REQ-MBR-008, REQ-MBR-064, REQ-MBR-072, REQ-MBR-073, REQ-APP-042, REQ-MBR-014","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=결제/수납/분할, 회원등급/세그먼트, 대시보드/KPI. 예: REQ-MBR-008 LTV 변화 추이, REQ-MBR-064 회원 등급, REQ-MBR-072 회원 상세 탭, REQ-MBR-073 회원 요약 카드","대상=/; 설명=Lifetime Value. 회원 1인이 생애 동안 창출하는 평균 매출. 
장기 매출 예측 및 마케팅 투자 효율의 기준 지표.; 계산식=(평균 월 결제액 × 평균 회원 유지 개월 수) - 평균 획득 비용(CAC); 목표=0.4; 연동=CRM/매출",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::1. 회사 성장 & Team Health_26_0121!R49,1,대시보드/KPI
REQ-HQ-115,본사·대시보드,"제휴사 연동 플랫폼
 : API 기반 실시간 상품 정보 및 재고 연동
모바일 쇼핑몰
 : 앱 내 통합 쇼핑 기능으로 언제든 구매 가능
개인화 추천
 : 운동 패턴 및 구매 이력 기반 맞춤 상품 추천
자동 재주문
 : 정기 구매 상품 자동 주문 및 배송 시스템",독립,,현재 기준 독립 요구사항으로 판단,"주요기능=① 스포짐 제휴사·협찬사 연동 통한 
 부가상품 판매 채널 확장; 사용자=; 연동=; 효과=; 계획=제휴사 API 연동 및 상품 DB 구축
모바일 쇼핑 기능 개발
추천 알고리즘 구축 및 테스트",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::DX_AX핵심!R49,1,대시보드/KPI
REQ-HQ-116,본사·대시보드,주간/월간 KPI 트렌드,유사연계,"REQ-CLS-012, REQ-FAC-029, REQ-STF-045, REQ-MBR-003, REQ-CLS-017, REQ-STF-048","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-CLS-012 PT/GX/FC KPI 비교, REQ-FAC-029 사우나 온도 트렌드 모니터링, REQ-STF-045 직원 상세 패널(KPI·실적·일정), REQ-MBR-003 AI 이탈 예측 및 방지 스크립트","Staff App > 직원 KPI > 대시보드 요약. 주간/월간 단위로 KPI 추이를 그래프로 보여주고, 개선/악화 구간을 표시한다.. Input=직원ID, 기간별 KPI 집계 데이터. Output=트렌드 차트 데이터, 구간별 평균/최고/최저 값. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R90,1,스포짐 원천요구
REQ-HQ-117,본사·대시보드,지점 KPI 상세 보기,유사연계,"REQ-CLS-012, REQ-STF-045, REQ-STF-009, REQ-MBR-001, REQ-MBR-002, REQ-CLS-017","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-CLS-012 PT/GX/FC KPI 비교, REQ-STF-045 직원 상세 패널(KPI·실적·일정), REQ-STF-009 PT 매출 상위 10명, REQ-MBR-001 AI 기반 재등록 타이밍 최적화","HQ Dashboard > 전 지점 KPI 리더보드 > KPI 상세. 특정 지점을 선택하면 해당 지점의 KPI 상세(재등록, PT, GX, 시설 등)를 드릴다운한다.. Input=지점 ID, 기간, 지점별 KPI 데이터. Output=지점별 KPI 상세 표/그래프, 문제·강점 영역 태깅. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R133,1,스포짐 원천요구
REQ-HQ-118,본사·대시보드,지점별 매출 비교,유사연계,"REQ-CLS-008, REQ-HQ-120, REQ-CLS-016, REQ-STF-024, REQ-STF-036, REQ-STF-009","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-CLS-008 GX 출석률 비교, REQ-HQ-120 지점별 지출 비교, REQ-CLS-016 PT 재구매율 비교, REQ-STF-024 부서별 운영력 비교","HQ Dashboard > 전 지점 손익 대시보드 > 손익 메인. 모든 지점의 월간 매출을 비교하여 그래프/테이블로 보여준다.. Input=지점별 매출 로그, 계정 코드, 기간. Output=지점별 매출 금액, 순위, 평균 대비 증감. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R134,1,스포짐 원천요구
REQ-HQ-119,본사·대시보드,지점별 성과 편차,유사연계,"REQ-STF-021, REQ-STF-023, REQ-CLS-020, REQ-CLS-017, REQ-STF-024, REQ-STF-036","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-STF-021 담당자별 성과, REQ-STF-023 미션 기반 성과 측정, REQ-CLS-020 PT 캠페인 성과 분석, REQ-CLS-017 PT 종료 자동 감지 및 재구매 상담 리스트 생성","대상=/; 설명=전체 지점 간 매출 또는 영업이익률의 표준편차. 
지점 간 균형 성장 및 약점 지점 식별을 위한 분산 관리 지표.; 계산식=표준편차(σ) = √[Σ(개별 지점 성과 - 평균 성과)² / 지점 수]; 목표=표준편차 20% 이하; 연동=운영 효율",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::1. 회사 성장 & Team Health_26_0121!R48,1,대시보드/KPI
REQ-HQ-120,본사·대시보드,지점별 지출 비교,유사연계,"REQ-PAY-060, REQ-CLS-008, REQ-HQ-118, REQ-STF-024, REQ-STF-014, REQ-STF-018","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI, 급여/정산/지출. 예: REQ-PAY-060 지점별 매출 귀속, REQ-CLS-008 GX 출석률 비교, REQ-HQ-118 지점별 매출 비교, REQ-STF-024 부서별 운영력 비교","HQ Dashboard > 전 지점 손익 대시보드 > 손익 메인. 인건비/운영비/임대료/세금 등 지출을 지점별로 비교한다.. Input=지출 코드, 결재/정산 내역, 지점 코드. Output=지점별 지출 금액, 카테고리별 비율. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R135,1,스포짐 원천요구
REQ-HQ-121,본사·대시보드,지점별 평균 결재 시간,유사연계,"REQ-MKT-022, REQ-STF-028, REQ-MBR-002, REQ-CLS-017, REQ-CLS-032, REQ-STF-021","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-MKT-022 실시간 경고/알림 노출, REQ-STF-028 실시간 업무 부하 모니터링, REQ-MBR-002 AI 상담 스크립트 실시간 추천, REQ-CLS-017 PT 종료 자동 감지 및 재구매 상담 리스트 생성","HQ Dashboard > 전자결재 대시보드 > 결재 통계. 지점별 전자결재 평균 처리 시간(요청→최종 승인)을 계산한다.. Input=요청일/승인일, 지점 코드, 문서 ID. Output=지점별 평균 결재 시간, SLA 초과 지점 표시. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R153,1,스포짐 원천요구
REQ-HQ-122,본사·대시보드,지점 성과 리포트,독립,,현재 기준 독립 요구사항으로 판단,"본사관리(FG) / 지점 비교. 3사 비교: BroJ=×, OnFit=×, LessonBook=×, FitGenie=○. 핏지니 지점간 비교",,"BroJ=×, OnFit=×, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R143,1,원천 기능행
REQ-HQ-123,본사·대시보드,지점 타입별 평균 비교,유사연계,"REQ-STF-024, REQ-CLS-008, REQ-CLS-016, REQ-CLS-012, REQ-HQ-118, REQ-HQ-120","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-STF-024 부서별 운영력 비교, REQ-CLS-008 GX 출석률 비교, REQ-CLS-016 PT 재구매율 비교, REQ-CLS-012 PT/GX/FC KPI 비교","HQ Dashboard > 전 지점 손익 대시보드 > 타입별 비교. 지점 타입(대형/중형/소형, 상권 분류 등)별로 매출/순이익/손익률 평균을 비교한다.. Input=지점 타입 메타데이터, 손익 데이터. Output=타입별 평균 손익지표, 개별 지점 편차, 색상 하이라이트. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R138,1,스포짐 원천요구
REQ-HQ-124,본사·대시보드,지표별 상세 Breakdown,유사연계,"REQ-MKT-002, REQ-STF-045, REQ-MKT-019, REQ-STF-044, REQ-MBR-005, REQ-STF-008","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=회원등급/세그먼트, 대시보드/KPI. 예: REQ-MKT-002 BroJ POTENTIAL 회원 CRM (MKT-004 보완), REQ-STF-045 직원 상세 패널(KPI·실적·일정), REQ-MKT-019 상담 관리 (CRM), REQ-STF-044 직원별 실행력 지표","Staff App > 직원 KPI > 세부 KPI. 재등록률, PT 전환률, OT1/OT2 완료율, AT-RISK 회수율, 시설 점검 수행률 등 지표를 목록으로 상세히 보여준다.. Input=직원ID, KPI 정의 마스터, 지표별 원천 로그(재등록, PT, 시설 등). Output=지표별 상세 값, 지표 설명, 목표 대비 달성률. 대안=",,,스포짐 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/스포짐FG_수정_공유 2025_1228.xlsx::4. (수정)VC 디스크립션!R91,1,스포짐 원천요구
REQ-HQ-125,본사·대시보드,직원 생산성 지수,중복병합,,동일 또는 사실상 같은 요구를 2개 출처에서 병합. 관련그룹=-,"대상=/; 설명=직원 1인당 관리 회원 수 및 창출 매출을 종합한 생산성 지수. 
인력 효율 및 확장 가능성을 측정. +150% 목표는 자동화 시스템 기여.; 계산식=(직원 1인당 담당 회원 수 × 평균 회원 ARPU) / 직원 1인당 인건비; 목표=1.5; 연동=운영 효율",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::1. 회사 성장 & Team Health_26_0121!R40 | 대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::1. 회사 성장 & Team Health_26_0121!R53,2,대시보드/KPI
REQ-HQ-126,본사·대시보드,직원 평균 KPI 달성률,유사연계,"REQ-STF-045, REQ-CLS-012, REQ-STF-038, REQ-STF-040, REQ-STF-043, REQ-CLS-050","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI, 권한/역할. 예: REQ-STF-045 직원 상세 패널(KPI·실적·일정), REQ-CLS-012 PT/GX/FC KPI 비교, REQ-STF-038 직원 관리, REQ-STF-040 직원/급여","대상=/; 설명=지점 소속 전체 직원(FC, PT, GX)의 개별 KPI 달성률 평균. 
지점의 인력 생산성 및 팀 성과를 측정하는 통합 지표.; 계산식=Σ(개별 직원 KPI 달성률) / 직원 수; 목표=85%+; 연동=운영 효율",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::1. 회사 성장 & Team Health_26_0121!R37,1,대시보드/KPI
REQ-HQ-127,본사·대시보드,첫 30일 만족도,독립,,현재 기준 독립 요구사항으로 판단,단계=; 계산식=5점 척도 평균; 목표=4.0↑; 의미=초기 만족 측정,,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::2. 매출관리 & CRM Health!R20,1,대시보드/KPI
REQ-HQ-128,본사·대시보드,첫 방문 전환율,독립,,현재 기준 독립 요구사항으로 판단,단계=; 계산식=(가입 / 투어 참여) × 100; 목표=70%↑; 의미=센터 첫인상 평가,,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::2. 매출관리 & CRM Health!R14,1,대시보드/KPI
REQ-HQ-129,본사·대시보드,첫주 PT 체험 참여율,독립,,현재 기준 독립 요구사항으로 판단,단계=; 계산식=(PT 체험 완료 / 신규회원) × 100; 목표=70-80%; 의미=PT 전환 첫 단계,,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::2. 매출관리 & CRM Health!R17,1,대시보드/KPI
REQ-HQ-130,본사·대시보드,초기 30일 이탈률,독립,,현재 기준 독립 요구사항으로 판단,단계=; 계산식=(30일 내 이탈 / 신규회원) × 100; 목표=10-15%↓; 의미=적응 실패 측정,,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::2. 매출관리 & CRM Health!R18,1,대시보드/KPI
REQ-HQ-131,본사·대시보드,초기 7일 이용률,유사연계,"REQ-PAY-054, REQ-CLS-031, REQ-MBR-031, REQ-MBR-001, REQ-STF-048, REQ-MBR-016","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-PAY-054 일일 이용 계약서, REQ-CLS-031 리커버리 존 이용 추적, REQ-MBR-031 세일즈북 자동 업데이트, REQ-MBR-001 AI 기반 재등록 타이밍 최적화",단계=신규 안정 (Activation); 계산식=(7일 내 2회↑ 방문 / 신규회원) × 100; 목표=70%↑; 의미=초기 정착 지표,,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::2. 매출관리 & CRM Health!R16,1,대시보드/KPI
REQ-HQ-132,본사·대시보드,출석/예약 리포트,독립,,현재 기준 독립 요구사항으로 판단,"리포트(FG) / 리포트. 3사 비교: BroJ=○, OnFit=○, LessonBook=○, FitGenie=○. 핏지니 리포트",,"BroJ=○, OnFit=○, LessonBook=○, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R156,1,원천 기능행
REQ-HQ-133,본사·대시보드,커스텀 대시보드 빌더,유사연계,"REQ-SET-016, REQ-APP-042, REQ-FAC-038, REQ-SET-010, REQ-SET-024, REQ-HQ-015","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-SET-016 메인 대시보드, REQ-APP-042 회원 홈 대시보드, REQ-FAC-038 시설 현황 대시보드, REQ-SET-010 글로벌 검색","본사관리(FG) / 고급 분석(FG). 3사 비교: BroJ=×, OnFit=×, LessonBook=×, FitGenie=○. 핏지니 위젯 DnD",,"BroJ=×, OnFit=×, LessonBook=×, FitGenie=○",3사앱 기능매트릭스: lastspr/요구리스트관련자료/3사앱 확인/판도/기능매트릭스 비교_v5.xlsx::기능매트릭스!R150,1,원천 기능행
REQ-HQ-134,본사·대시보드,클레임 방생률,유사연계,"REQ-STF-048, REQ-CLS-008, REQ-FAC-023, REQ-FAC-050, REQ-MBR-003, REQ-STF-001","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-STF-048 트레이너 OT, REQ-CLS-008 GX 출석률 비교, REQ-FAC-023 민원 발생 트래킹, REQ-FAC-050 청소 인증률 분석","대상=/; 설명=지점 월 클레임 건수 / 활성 회원수 조사
지점 운영 품질 및 CS 지표 확인; 계산식=지점 월 클레임 건수 / 활성 회원수; 목표=; 연동=",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::1. 회사 성장 & Team Health_26_0121!R42,1,대시보드/KPI
REQ-HQ-135,본사·대시보드,"통합 ERP 시스템 도입
 : 회계, 재고, 인사, 급여를 하나의 시스템으로 통합
자동 전표 생성
 : 매출, 비용 발생 시 자동으로 회계 전표 생성
클라우드 기반 시스템
 : 본사와 지점 간 실시간 데이터 동기화",유사연계,"REQ-STF-020, REQ-CLS-003, REQ-FAC-039, REQ-STF-018, REQ-STF-017, REQ-STF-016","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=급여/정산/지출. 예: REQ-STF-020 급여 정책·자동 계산, REQ-CLS-003 BroJ 급여정책 3요소 공식(기본급+수업단가+수업료%) (HR-005 보완), REQ-FAC-039 오프라인 운영 데이터 통합, REQ-STF-018 급여/정산/지출","주요기능=- 경리 프로그램 통합; 사용자=; 연동=; 효과=; 계획=1단계: 기존 회계 데이터 마이그레이션 
2단계: 통합 시스템 구축 및 테스트
3단계: 직원 교육 및 전면 도입",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::DX_AX핵심!R13,1,대시보드/KPI
REQ-HQ-136,본사·대시보드,통합 ROI,유사연계,"REQ-FAC-039, REQ-STF-008, REQ-GEN-036, REQ-GEN-060, REQ-STF-048, REQ-MBR-010","동일 주제권이나 화면/도메인/운영 목적 차이 가능. 관련그룹=대시보드/KPI. 예: REQ-FAC-039 오프라인 운영 데이터 통합, REQ-STF-008 One-Line 패턴 분석, REQ-GEN-036 오늘의 One-Line 목표 입력, REQ-GEN-060 퇴근 전 One-Line 리플렉션","대상=/; 설명=전체 시스템 투자 대비 수익 비율. 
DX·AI 전환 프로젝트의 투자 효과를 측정하는 핵심 지표. 
4,000%+ 목표는 배지·포인트 시스템 등 통합 효과.; 계산식=[(총 수익 - 총 투자 비용) / 총 투자 비용] × 100; 목표=4,000%+; 연동=CRM/매출",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::1. 회사 성장 & Team Health_26_0121!R46,1,대시보드/KPI
REQ-HQ-137,본사·대시보드,"통합 리드 관리 시스템
 : 모든 채널의 문의를 하나의 시스템으로 통합
자동 유입 경로 태깅
 : 간판, 인터넷, 전단지, 추천 등 자동 분류
리드 스코어링
 : 문의 내용과 행동 패턴 기반 우선순위 자동 배정
자동 후속 조치
 : 미응답 문의에 대한 자동 리마인드 및 대안 제시",독립,,현재 기준 독립 요구사항으로 판단,"주요기능=① 문의 자동 관리로 상담 누락 방지; 사용자=; 연동=; 효과=; 계획=통합 CRM 시스템 구축
각 채널별 API 연동 및 자동화 설정
직원 교육 및 프로세스 정착",,,대시보드/KPI 요구사항: lastspr/요구리스트관련자료/스포짐요구사항/DashBoard_단계별_KPI_Structure_2026_0127 - 복사본.xlsx::DX_AX핵심!R37,1,대시보드/KPI
