edgeId,diagramId,fromNode,toNode,label,actor,tcId,tcType,priority,automated,notes
E_075_F7_O,F7_SCR-075,,,"E_075_F7_O owner",manager,TC-075-067-BND,boundary,P0,Y,
E_075_F7_M,F7_SCR-075,,,"E_075_F7_M manager",manager,TC-075-068-BND,boundary,P0,Y,
E_075_F7_FC,F7_SCR-075,,,"E_075_F7_FC fc",manager,TC-075-069-BND,boundary,P0,Y,
E_075_F7_S,F7_SCR-075,,,"E_075_F7_S staff",manager,TC-075-070-BND,boundary,P0,Y,
E_075_F7_R,F7_SCR-075,,,"E_075_F7_R readonly",manager,TC-075-071-BND,boundary,P0,Y,
E_075_F8_CREATE,F8_SCR-075,,,"E_075_F8_CREATE POST /contracts",manager,TC-075-072-BND,boundary,P2,Y,
E_075_F8_OK,F8_SCR-075,,,"E_075_F8_OK 201",manager,TC-075-073-BND,boundary,P2,Y,
E_075_F8_500,F8_SCR-075,,,"E_075_F8_500 500 서버 오류",manager,TC-075-074-NEG,negative,P1,Y,
E_075_F8_TIMEOUT,F8_SCR-075,,,"E_075_F8_TIMEOUT Timeout",manager,TC-075-075-EXC,exception,P1,N,
E_075_F8_EXT_FAIL,F8_SCR-075,,,"E_075_F8_EXT_FAIL 외부 서명사 오류",manager,TC-075-076-NEG,negative,P1,Y,
E_075_F8_VALID,F8_SCR-075,,,"E_075_F8_VALID Step 검증 실패",manager,TC-075-077-NEG,negative,P1,Y,
E_075_F8_RETRY,F8_SCR-075,,,"E_075_F8_RETRY 재시도",manager,TC-075-078-BND,boundary,P2,Y,
E_075_F8_RETRY2,F8_SCR-075,,,"E_075_F8_RETRY2 재시도",manager,TC-075-079-BND,boundary,P2,Y,
E_075_F9_DONE,F9_SCR-075,,,"E_075_F9_DONE 계약 완료",manager,TC-075-080-BND,boundary,P2,Y,
E_075_F9_SENT,F9_SCR-075,,,"E_075_F9_SENT 계약 발송",manager,TC-075-081-BND,boundary,P2,Y,
E_075_F9_SIGN,F9_SCR-075,,,"E_075_F9_SIGN 서명 완료",manager,TC-075-082-BND,boundary,P2,Y,
E_075_F9_STEP_ERR,F9_SCR-075,,,"E_075_F9_STEP_ERR 단계 검증 실패",manager,TC-075-083-NEG,negative,P1,Y,
E_075_F9_AGREE_ERR,F9_SCR-075,,,"E_075_F9_AGREE_ERR 약관 미동의",manager,TC-075-084-BND,boundary,P2,Y,
E_075_F9_500,F9_SCR-075,,,"E_075_F9_500 서버 오류",manager,TC-075-085-NEG,negative,P1,Y,
E_075_F9_EXT,F9_SCR-075,,,"E_075_F9_EXT 외부 서비스 오류",manager,TC-075-086-NEG,negative,P1,Y,
E_SamePlan,M2_DLG-084-001,,,"M2_084001_02: 현재 플랜과 동일",manager,TC-084-001-BND,boundary,P2,Y,
E_Payment,M3_DLG-084-001,,,"M3_084001_03: 402 결제 실패",manager,TC-084-002-NEG,negative,P1,Y,
E_Content,M2_DLG-085-001,,,"M2_085001_04: 공백",manager,TC-085-001-EXC,exception,P1,N,
E_FileSize,M2_DLG-085-001,,,"M2_085001_07: 초과",manager,TC-085-002-EXC,exception,P1,N,
E_FileType,M2_DLG-085-001,,,"M2_085001_08: 형식 오류",manager,TC-085-003-NEG,negative,P1,Y,
E_SameRole,M2_DLG-087-001,,,"M2_087001_04: 삭제 대상 역할 선택",manager,TC-087-001-BND,boundary,P2,Y,
E_Reassign,M3_DLG-087-001,,,"M3_087001_03: 실패",manager,TC-087-002-NEG,negative,P1,Y,
E_095_T_01,F9_SCR-095,,,"E_095_T_01: 데이터 로드 실패",owner,TC-095-001-NEG,negative,P1,Y,
E_095_T_02,F9_SCR-095,,,"E_095_T_02: 액션 실행 성공",owner,TC-095-002-BND,boundary,P2,Y,
E_F1_096_01,F1_SCR-096,,,"E_F1_096_01",owner,TC-096-001-BND,boundary,P2,Y,
E_F1_096_02,F1_SCR-096,,,"E_F1_096_02",owner,TC-096-002-BND,boundary,P2,Y,
E_F1_096_03,F1_SCR-096,,,"E_F1_096_03",owner,TC-096-003-BND,boundary,P2,Y,
E_F1_096_04,F1_SCR-096,,,"E_F1_096_04: primary/owner",owner,TC-096-004-BND,boundary,P2,Y,
E_F1_096_05,F1_SCR-096,,,"E_F1_096_05: manager 이하",owner,TC-096-005-BND,boundary,P2,Y,
E_096_M_01,F2_SCR-096,,,"E_096_M_01: 완료",owner,TC-096-006-BND,boundary,P0,Y,
E_096_M_02,F2_SCR-096,,,"E_096_M_02: 미완료",owner,TC-096-007-BND,boundary,P0,Y,
E_096_M_03,F2_SCR-096,,,"E_096_M_03: 클릭",owner,TC-096-008-BND,boundary,P0,Y,
E_096_M_04,F2_SCR-096,,,"E_096_M_04: 미완료",owner,TC-096-009-BND,boundary,P0,Y,
E_096_M_05,F2_SCR-096,,,"E_096_M_05: 미완료",owner,TC-096-010-BND,boundary,P0,Y,
E_096_M_06,F2_SCR-096,,,"E_096_M_06: 미완료",owner,TC-096-011-BND,boundary,P0,Y,
E_096_M_07,F2_SCR-096,,,"E_096_M_07: 미완료",owner,TC-096-012-BND,boundary,P0,Y,
E_096_M_08,F2_SCR-096,,,"E_096_M_08: 미완료",owner,TC-096-013-BND,boundary,P0,Y,
E_096_M_09,F2_SCR-096,,,"E_096_M_09: 미완료",owner,TC-096-014-BND,boundary,P0,Y,
E_096_B_01,F3_SCR-096,,,"E_096_B_01",owner,TC-096-015-BND,boundary,P2,Y,
E_096_B_02,F3_SCR-096,,,"E_096_B_02",owner,TC-096-016-BND,boundary,P2,Y,
E_096_B_03,F3_SCR-096,,,"E_096_B_03",owner,TC-096-017-BND,boundary,P2,Y,
E_096_B_04,F3_SCR-096,,,"E_096_B_04",owner,TC-096-018-BND,boundary,P2,Y,
E_096_B_05,F3_SCR-096,,,"E_096_B_05",owner,TC-096-019-BND,boundary,P2,Y,
E_096_B_06,F3_SCR-096,,,"E_096_B_06",owner,TC-096-020-BND,boundary,P2,Y,
E_096_B_07,F3_SCR-096,,,"E_096_B_07",owner,TC-096-021-BND,boundary,P2,Y,
E_096_A_01,F3_SCR-096,,,"E_096_A_01",owner,TC-096-022-BND,boundary,P2,Y,
E_096_A_02,F3_SCR-096,,,"E_096_A_02",owner,TC-096-023-BND,boundary,P2,Y,
E_096_A_03,F3_SCR-096,,,"E_096_A_03",owner,TC-096-024-BND,boundary,P2,Y,
E_096_A_04,F3_SCR-096,,,"E_096_A_04",owner,TC-096-025-BND,boundary,P2,Y,
E_096_A_05,F3_SCR-096,,,"E_096_A_05",owner,TC-096-026-BND,boundary,P2,Y,
E_096_A_06,F3_SCR-096,,,"E_096_A_06",owner,TC-096-027-BND,boundary,P2,Y,
E_096_F4_01,F4_SCR-096,,,"E_096_F4_01: 필수/선택 탭",owner,TC-096-028-BND,boundary,P2,Y,
E_096_F4_02,F4_SCR-096,,,"E_096_F4_02: 전체",owner,TC-096-029-BND,boundary,P2,Y,
E_096_F4_03,F4_SCR-096,,,"E_096_F4_03: 필수만",owner,TC-096-030-BND,boundary,P2,Y,
E_096_F4_04,F4_SCR-096,,,"E_096_F4_04: 미완료만",owner,TC-096-031-BND,boundary,P2,Y,
E_096_F4_05,F4_SCR-096,,,"E_096_F4_05: 완료만",owner,TC-096-032-BND,boundary,P2,Y,
E_096_F5_01,F5_SCR-096,,,"E_096_F5_01: 시스템 투어 시작",owner,TC-096-033-BND,boundary,P2,Y,
E_096_F5_02,F5_SCR-096,,,"E_096_F5_02: 온보딩 완료",owner,TC-096-034-BND,boundary,P2,Y,
E_096_S_01,F6_SCR-096,,,"E_096_S_01: 0% 미시작",owner,TC-096-035-BND,boundary,P2,Y,
E_096_S_02,F6_SCR-096,,,"E_096_S_02: 진행 중",owner,TC-096-036-BND,boundary,P2,Y,
E_096_S_03,F6_SCR-096,,,"E_096_S_03: 필수 완료",owner,TC-096-037-BND,boundary,P2,Y,
E_096_S_04,F6_SCR-096,,,"E_096_S_04: 전체 완료",owner,TC-096-038-BND,boundary,P2,Y,
E_096_S_05,F6_SCR-096,,,"E_096_S_05: API 실패",owner,TC-096-039-NEG,negative,P1,Y,
E_096_S_06,F6_SCR-096,,,"E_096_S_06: 완료 처리",owner,TC-096-040-BND,boundary,P2,Y,
E_096_R_01,F7_SCR-096,,,"E_096_R_01: primary",owner,TC-096-041-BND,boundary,P0,Y,
E_096_R_02,F7_SCR-096,,,"E_096_R_02: owner",owner,TC-096-042-BND,boundary,P0,Y,
E_096_R_03,F7_SCR-096,,,"E_096_R_03: manager 이하",owner,TC-096-043-BND,boundary,P0,Y,
E_096_E_01,F8_SCR-096,,,"E_096_E_01: 500",owner,TC-096-044-EXC,exception,P1,N,
E_096_E_02,F8_SCR-096,,,"E_096_E_02: 401",owner,TC-096-045-BND,boundary,P2,Y,
E_096_E_03,F8_SCR-096,,,"E_096_E_03: Network",owner,TC-096-046-BND,boundary,P2,Y,
E_096_E_04,F8_SCR-096,,,"E_096_E_04: 재시도",owner,TC-096-047-BND,boundary,P2,Y,
E_096_E_05,F8_SCR-096,,,"E_096_E_05: 복구",owner,TC-096-048-BND,boundary,P2,Y,
E_096_T_01,F9_SCR-096,,,"E_096_T_01: 온보딩 완료",owner,TC-096-049-BND,boundary,P2,Y,
E_096_T_02,F9_SCR-096,,,"E_096_T_02: 단계 완료",owner,TC-096-050-BND,boundary,P2,Y,
E_096_T_03,F9_SCR-096,,,"E_096_T_03: 로드 실패",owner,TC-096-051-NEG,negative,P1,Y,
E_F1_097_01,F1_SCR-097,,,"E_F1_097_01",owner,TC-097-001-BND,boundary,P2,Y,
E_F1_097_02,F1_SCR-097,,,"E_F1_097_02",owner,TC-097-002-BND,boundary,P2,Y,
E_F1_097_03,F1_SCR-097,,,"E_F1_097_03",owner,TC-097-003-BND,boundary,P2,Y,
E_F1_097_04,F1_SCR-097,,,"E_F1_097_04: primary",owner,TC-097-004-BND,boundary,P2,Y,
E_F1_097_05,F1_SCR-097,,,"E_F1_097_05: owner",owner,TC-097-005-BND,boundary,P2,Y,
E_F1_097_06,F1_SCR-097,,,"E_F1_097_06: manager 이하",owner,TC-097-006-BND,boundary,P2,Y,
E_097_M_01,F2_SCR-097,,,"E_097_M_01: LOGIN",owner,TC-097-007-BND,boundary,P0,Y,
E_097_M_02,F2_SCR-097,,,"E_097_M_02: LOGOUT",owner,TC-097-008-BND,boundary,P0,Y,
E_097_M_03,F2_SCR-097,,,"E_097_M_03: DELETE/RESIGN/REFUND",owner,TC-097-009-BND,boundary,P0,Y,
E_097_M_04,F2_SCR-097,,,"E_097_M_04: CREATE/TRANSFER",owner,TC-097-010-BND,boundary,P0,Y,
E_097_M_05,F2_SCR-097,,,"E_097_M_05: UPDATE/SETTINGS_CHANGE",owner,TC-097-011-BND,boundary,P0,Y,
E_097_M_06,F2_SCR-097,,,"E_097_M_06: BRANCH_SWITCH/ROLE_CHANGE",owner,TC-097-012-BND,boundary,P0,Y,
E_097_M_07,F2_SCR-097,,,"E_097_M_07: 기간 필터",owner,TC-097-013-BND,boundary,P0,Y,
E_097_M_08,F2_SCR-097,,,"E_097_M_08: 액션 유형 필터",owner,TC-097-014-BND,boundary,P0,Y,
E_097_M_09,F2_SCR-097,,,"E_097_M_09: 사용자 검색",owner,TC-097-015-BND,boundary,P0,Y,
E_097_M_10,F2_SCR-097,,,"E_097_M_10: 지점 필터",owner,TC-097-016-BND,boundary,P0,Y,
E_097_M_11,F2_SCR-097,,,"E_097_M_11: 페이지 이동",owner,TC-097-017-BND,boundary,P0,Y,
E_097_B_01,F3_SCR-097,,,"E_097_B_01",owner,TC-097-018-BND,boundary,P2,Y,
E_097_B_02,F3_SCR-097,,,"E_097_B_02",owner,TC-097-019-BND,boundary,P2,Y,
E_097_B_03,F3_SCR-097,,,"E_097_B_03",owner,TC-097-020-BND,boundary,P2,Y,
E_097_B_04,F3_SCR-097,,,"E_097_B_04",owner,TC-097-021-BND,boundary,P2,Y,
E_097_B_05,F3_SCR-097,,,"E_097_B_05",owner,TC-097-022-BND,boundary,P2,Y,
E_097_B_06,F3_SCR-097,,,"E_097_B_06",owner,TC-097-023-BND,boundary,P2,Y,
E_097_B_07,F3_SCR-097,,,"E_097_B_07",owner,TC-097-024-BND,boundary,P2,Y,
E_097_B_08,F3_SCR-097,,,"E_097_B_08",owner,TC-097-025-BND,boundary,P2,Y,
E_097_A_01,F3_SCR-097,,,"E_097_A_01",owner,TC-097-026-BND,boundary,P2,Y,
E_097_A_02,F3_SCR-097,,,"E_097_A_02",owner,TC-097-027-BND,boundary,P2,Y,
E_097_A_03,F3_SCR-097,,,"E_097_A_03",owner,TC-097-028-BND,boundary,P2,Y,
E_097_A_04,F3_SCR-097,,,"E_097_A_04",owner,TC-097-029-BND,boundary,P2,Y,
E_097_A_05,F3_SCR-097,,,"E_097_A_05",owner,TC-097-030-BND,boundary,P2,Y,
E_097_A_06,F3_SCR-097,,,"E_097_A_06",owner,TC-097-031-BND,boundary,P2,Y,
E_097_A_07,F3_SCR-097,,,"E_097_A_07",owner,TC-097-032-BND,boundary,P2,Y,
E_097_A_08,F3_SCR-097,,,"E_097_A_08",owner,TC-097-033-BND,boundary,P2,Y,
E_097_F4_01,F4_SCR-097,,,"E_097_F4_01: 기간 설정",owner,TC-097-034-BND,boundary,P2,Y,
E_097_F4_02,F4_SCR-097,,,"E_097_F4_02: 액션 선택",owner,TC-097-035-BND,boundary,P2,Y,
E_097_F4_03,F4_SCR-097,,,"E_097_F4_03: 사용자 입력",owner,TC-097-036-BND,boundary,P2,Y,
E_097_F4_04,F4_SCR-097,,,"E_097_F4_04: 지점 선택",owner,TC-097-037-BND,boundary,P2,Y,
E_097_F4_05,F4_SCR-097,,,"E_097_F4_05: 조건 조합",owner,TC-097-038-BND,boundary,P2,Y,
E_097_F4_06,F4_SCR-097,,,"E_097_F4_06: 있음",owner,TC-097-039-BND,boundary,P2,Y,
E_097_F4_07,F4_SCR-097,,,"E_097_F4_07: 없음",owner,TC-097-040-NEG,negative,P1,Y,
E_097_F4_08,F4_SCR-097,,,"E_097_F4_08: 페이지 이동",owner,TC-097-041-BND,boundary,P2,Y,
E_097_F5_01,F5_SCR-097,,,"E_097_F5_01: 로그 행 클릭",owner,TC-097-042-BND,boundary,P2,Y,
E_097_F5_02,F5_SCR-097,,,"E_097_F5_02: 대상 ID 클릭",owner,TC-097-043-BND,boundary,P2,Y,
E_097_S_01,F6_SCR-097,,,"E_097_S_01: 로딩",owner,TC-097-044-BND,boundary,P2,Y,
E_097_S_02,F6_SCR-097,,,"E_097_S_02: 정상",owner,TC-097-045-BND,boundary,P2,Y,
E_097_S_03,F6_SCR-097,,,"E_097_S_03: 필터 결과 없음",owner,TC-097-046-NEG,negative,P1,Y,
E_097_S_04,F6_SCR-097,,,"E_097_S_04: API 실패",owner,TC-097-047-NEG,negative,P1,Y,
E_097_S_05,F6_SCR-097,,,"E_097_S_05: 권한 없음",owner,TC-097-048-NEG,negative,P1,Y,
E_097_S_06,F6_SCR-097,,,"E_097_S_06: 완료",owner,TC-097-049-BND,boundary,P2,Y,
E_097_S_07,F6_SCR-097,,,"E_097_S_07: 재시도",owner,TC-097-050-BND,boundary,P2,Y,
E_097_R_01,F7_SCR-097,,,"E_097_R_01: primary",owner,TC-097-051-BND,boundary,P0,Y,
E_097_R_02,F7_SCR-097,,,"E_097_R_02: owner",owner,TC-097-052-BND,boundary,P0,Y,
E_097_R_03,F7_SCR-097,,,"E_097_R_03: manager 이하",owner,TC-097-053-BND,boundary,P0,Y,
E_097_E_01,F8_SCR-097,,,"E_097_E_01: 500",owner,TC-097-054-EXC,exception,P1,N,
E_097_E_02,F8_SCR-097,,,"E_097_E_02: 401",owner,TC-097-055-BND,boundary,P2,Y,
E_097_E_03,F8_SCR-097,,,"E_097_E_03: 날짜 역순 입력",owner,TC-097-056-BND,boundary,P2,Y,
E_097_E_04,F8_SCR-097,,,"E_097_E_04: Network",owner,TC-097-057-BND,boundary,P2,Y,
E_097_E_05,F8_SCR-097,,,"E_097_E_05: 결과 0건",owner,TC-097-058-BND,boundary,P2,Y,
E_097_E_06,F8_SCR-097,,,"E_097_E_06: 재시도",owner,TC-097-059-BND,boundary,P2,Y,
E_097_E_07,F8_SCR-097,,,"E_097_E_07: 날짜 수정",owner,TC-097-060-BND,boundary,P2,Y,
E_097_E_08,F8_SCR-097,,,"E_097_E_08: 복구",owner,TC-097-061-BND,boundary,P2,Y,
E_097_T_01,F9_SCR-097,,,"E_097_T_01: CSV 내보내기 성공",owner,TC-097-062-BND,boundary,P2,Y,
E_097_T_02,F9_SCR-097,,,"E_097_T_02: 로드 실패",owner,TC-097-063-NEG,negative,P1,Y,
E_097_T_03,F9_SCR-097,,,"E_097_T_03: 필터 초기화",owner,TC-097-064-BND,boundary,P2,Y,
E_F1_098_01,F1_SCR-098,,,"E_F1_098_01",owner,TC-098-001-BND,boundary,P2,Y,
E_F1_098_02,F1_SCR-098,,,"E_F1_098_02",owner,TC-098-002-BND,boundary,P2,Y,
E_F1_098_03,F1_SCR-098,,,"E_F1_098_03",owner,TC-098-003-BND,boundary,P2,Y,
E_F1_098_04,F1_SCR-098,,,"E_F1_098_04",owner,TC-098-004-BND,boundary,P2,Y,
E_F1_098_05,F1_SCR-098,,,"E_F1_098_05",owner,TC-098-005-BND,boundary,P2,Y,
E_F1_098_06,F1_SCR-098,,,"E_F1_098_06: primary/owner/manager/fc/staff",owner,TC-098-006-BND,boundary,P2,Y,
E_F1_098_07,F1_SCR-098,,,"E_F1_098_07: readonly",owner,TC-098-007-BND,boundary,P2,Y,
E_098_M_01,F2_SCR-098,,,"E_098_M_01: 체크박스 클릭",owner,TC-098-008-BND,boundary,P0,Y,
E_098_M_02,F2_SCR-098,,,"E_098_M_02: 태스크 클릭",owner,TC-098-009-BND,boundary,P0,Y,
E_098_M_03,F2_SCR-098,,,"E_098_M_03: 상태 버튼",owner,TC-098-010-BND,boundary,P0,Y,
E_098_M_04,F2_SCR-098,,,"E_098_M_04: 대기→진행중",owner,TC-098-011-BND,boundary,P0,Y,
E_098_M_05,F2_SCR-098,,,"E_098_M_05: 진행중→완료",owner,TC-098-012-BND,boundary,P0,Y,
E_098_M_06,F2_SCR-098,,,"E_098_M_06: + 태스크 추가 버튼",owner,TC-098-013-BND,boundary,P0,Y,
E_098_M_07,F2_SCR-098,,,"E_098_M_07: 저장",owner,TC-098-014-BND,boundary,P0,Y,
E_098_M_08,F2_SCR-098,,,"E_098_M_08: 긴급",owner,TC-098-015-BND,boundary,P0,Y,
E_098_M_09,F2_SCR-098,,,"E_098_M_09: 높음",owner,TC-098-016-BND,boundary,P0,Y,
E_098_M_10,F2_SCR-098,,,"E_098_M_10: 보통",owner,TC-098-017-BND,boundary,P0,Y,
E_098_B_01,F3_SCR-098,,,"E_098_B_01",owner,TC-098-018-BND,boundary,P2,Y,
E_098_B_02,F3_SCR-098,,,"E_098_B_02",owner,TC-098-019-BND,boundary,P2,Y,
E_098_B_03,F3_SCR-098,,,"E_098_B_03",owner,TC-098-020-BND,boundary,P2,Y,
E_098_B_04,F3_SCR-098,,,"E_098_B_04",owner,TC-098-021-BND,boundary,P2,Y,
E_098_B_05,F3_SCR-098,,,"E_098_B_05",owner,TC-098-022-BND,boundary,P2,Y,
E_098_B_06,F3_SCR-098,,,"E_098_B_06",owner,TC-098-023-BND,boundary,P2,Y,
E_098_B_07,F3_SCR-098,,,"E_098_B_07",owner,TC-098-024-BND,boundary,P2,Y,
E_098_B_08,F3_SCR-098,,,"E_098_B_08",owner,TC-098-025-BND,boundary,P2,Y,
E_098_A_01,F3_SCR-098,,,"E_098_A_01",owner,TC-098-026-BND,boundary,P2,Y,
E_098_A_02,F3_SCR-098,,,"E_098_A_02",owner,TC-098-027-BND,boundary,P2,Y,
E_098_A_03,F3_SCR-098,,,"E_098_A_03",owner,TC-098-028-BND,boundary,P2,Y,
E_098_A_04,F3_SCR-098,,,"E_098_A_04",owner,TC-098-029-BND,boundary,P2,Y,
E_098_A_05,F3_SCR-098,,,"E_098_A_05",owner,TC-098-030-BND,boundary,P2,Y,
E_098_A_06,F3_SCR-098,,,"E_098_A_06",owner,TC-098-031-BND,boundary,P2,Y,
E_098_A_07,F3_SCR-098,,,"E_098_A_07",owner,TC-098-032-BND,boundary,P2,Y,
E_098_A_08,F3_SCR-098,,,"E_098_A_08",owner,TC-098-033-BND,boundary,P2,Y,
E_098_F4_01,F4_SCR-098,,,"E_098_F4_01: 상태 탭",owner,TC-098-034-BND,boundary,P2,Y,
E_098_F4_02,F4_SCR-098,,,"E_098_F4_02: 전체",owner,TC-098-035-BND,boundary,P2,Y,
E_098_F4_03,F4_SCR-098,,,"E_098_F4_03: 대기",owner,TC-098-036-BND,boundary,P2,Y,
E_098_F4_04,F4_SCR-098,,,"E_098_F4_04: 진행중",owner,TC-098-037-BND,boundary,P2,Y,
E_098_F4_05,F4_SCR-098,,,"E_098_F4_05: 완료",owner,TC-098-038-BND,boundary,P2,Y,
E_098_F4_06,F4_SCR-098,,,"E_098_F4_06: 카테고리 드롭다운",owner,TC-098-039-BND,boundary,P2,Y,
E_098_F4_07,F4_SCR-098,,,"E_098_F4_07: 상담",owner,TC-098-040-BND,boundary,P2,Y,
E_098_F4_08,F4_SCR-098,,,"E_098_F4_08: 재등록",owner,TC-098-041-BND,boundary,P2,Y,
E_098_F4_09,F4_SCR-098,,,"E_098_F4_09: 매출",owner,TC-098-042-BND,boundary,P2,Y,
E_098_F4_10,F4_SCR-098,,,"E_098_F4_10: 우선순위",owner,TC-098-043-BND,boundary,P2,Y,
E_098_F4_11,F4_SCR-098,,,"E_098_F4_11: 긴급",owner,TC-098-044-BND,boundary,P2,Y,
E_098_F4_12,F4_SCR-098,,,"E_098_F4_12: 높음",owner,TC-098-045-BND,boundary,P2,Y,
E_098_F4_13,F4_SCR-098,,,"E_098_F4_13: 보통",owner,TC-098-046-BND,boundary,P2,Y,
E_098_F4_14,F4_SCR-098,,,"E_098_F4_14: 텍스트 검색",owner,TC-098-047-BND,boundary,P2,Y,
E_098_F5_01,F5_SCR-098,,,"E_098_F5_01: + 태스크 추가 버튼",owner,TC-098-048-BND,boundary,P2,Y,
E_098_F5_02,F5_SCR-098,,,"E_098_F5_02: 태스크 행 클릭",owner,TC-098-049-BND,boundary,P2,Y,
E_098_F5_03,F5_SCR-098,,,"E_098_F5_03: 저장",owner,TC-098-050-BND,boundary,P2,Y,
E_098_F5_04,F5_SCR-098,,,"E_098_F5_04: 취소",owner,TC-098-051-BND,boundary,P2,Y,
E_098_F5_05,F5_SCR-098,,,"E_098_F5_05: 저장",owner,TC-098-052-BND,boundary,P2,Y,
E_098_F5_06,F5_SCR-098,,,"E_098_F5_06: 삭제",owner,TC-098-053-BND,boundary,P2,Y,
E_098_F5_07,F5_SCR-098,,,"E_098_F5_07: 취소",owner,TC-098-054-BND,boundary,P2,Y,
E_098_S_01,F6_SCR-098,,,"E_098_S_01: 로딩",owner,TC-098-055-BND,boundary,P2,Y,
E_098_S_02,F6_SCR-098,,,"E_098_S_02: 태스크 있음",owner,TC-098-056-BND,boundary,P2,Y,
E_098_S_03,F6_SCR-098,,,"E_098_S_03: 태스크 없음",owner,TC-098-057-NEG,negative,P1,Y,
E_098_S_04,F6_SCR-098,,,"E_098_S_04: 전체 완료",owner,TC-098-058-BND,boundary,P2,Y,
E_098_S_05,F6_SCR-098,,,"E_098_S_05: API 실패",owner,TC-098-059-NEG,negative,P1,Y,
E_098_S_06,F6_SCR-098,,,"E_098_S_06: 완료",owner,TC-098-060-BND,boundary,P2,Y,
E_098_S_07,F6_SCR-098,,,"E_098_S_07: 재시도",owner,TC-098-061-BND,boundary,P2,Y,
E_098_S_08,F6_SCR-098,,,"E_098_S_08: pending",owner,TC-098-062-BND,boundary,P2,Y,
E_098_S_09,F6_SCR-098,,,"E_098_S_09: in_progress",owner,TC-098-063-BND,boundary,P2,Y,
E_098_S_10,F6_SCR-098,,,"E_098_S_10: completed",owner,TC-098-064-BND,boundary,P2,Y,
E_M1_D002_01,M1_DLG-002,,,"E_M1_D002_01",manager,TC-002-001-BND,boundary,P2,Y,
E_M1_D002_02,M1_DLG-002,,,"E_M1_D002_02: 없음",manager,TC-002-002-NEG,negative,P1,Y,
E_M1_D002_03,M1_DLG-002,,,"E_M1_D002_03: 있음",manager,TC-002-003-BND,boundary,P2,Y,
E_M1_D002_04,M1_DLG-002,,,"E_M1_D002_04",manager,TC-002-004-BND,boundary,P2,Y,
E_M1_D002_05,M1_DLG-002,,,"E_M1_D002_05: 나가기",manager,TC-002-005-BND,boundary,P2,Y,
E_M1_D002_06,M1_DLG-002,,,"E_M1_D002_06: 계속 편집",manager,TC-002-006-BND,boundary,P2,Y,
E_M1_D002_07,M1_DLG-002,,,"E_M1_D002_07: ESC",manager,TC-002-007-BND,boundary,P2,Y,
E_M1_D002_08,M1_DLG-002,,,"E_M1_D002_08: 배경 클릭",manager,TC-002-008-BND,boundary,P2,Y,
E_M1_D002_09,M1_DLG-002,,,"E_M1_D002_09",manager,TC-002-009-BND,boundary,P2,Y,
E_M1_D002_10,M1_DLG-002,,,"E_M1_D002_10",manager,TC-002-010-BND,boundary,P2,Y,
E_M2_D002_01,M2_DLG-002,,,"E_M2_D002_01",manager,TC-002-011-BND,boundary,P2,Y,
E_M2_D002_02,M2_DLG-002,,,"E_M2_D002_02",manager,TC-002-012-BND,boundary,P2,Y,
E_M2_D002_03,M2_DLG-002,,,"E_M2_D002_03: 이탈 시도 감지",manager,TC-002-013-BND,boundary,P2,Y,
E_M2_D002_04,M2_DLG-002,,,"E_M2_D002_04",manager,TC-002-014-BND,boundary,P2,Y,
E_M2_D002_05,M2_DLG-002,,,"E_M2_D002_05",manager,TC-002-015-BND,boundary,P2,Y,
E_M3_D002_01,M3_DLG-002,,,"E_M3_D002_01",manager,TC-002-016-BND,boundary,P2,Y,
E_M3_D002_02,M3_DLG-002,,,"E_M3_D002_02: 나가기",manager,TC-002-017-BND,boundary,P2,Y,
E_M3_D002_03,M3_DLG-002,,,"E_M3_D002_03: 계속 편집",manager,TC-002-018-BND,boundary,P2,Y,
E_M3_D002_04,M3_DLG-002,,,"E_M3_D002_04: 뒤로가기",manager,TC-002-019-BND,boundary,P2,Y,
E_M3_D002_05,M3_DLG-002,,,"E_M3_D002_05: 메뉴 클릭",manager,TC-002-020-BND,boundary,P2,Y,
E_M3_D002_06,M3_DLG-002,,,"E_M3_D002_06: 로그아웃",manager,TC-002-021-BND,boundary,P2,Y,
E_M1_D003_01,M1_DLG-003,,,"E_M1_D003_01",manager,TC-003-001-BND,boundary,P2,Y,
E_M1_D003_02,M1_DLG-003,,,"E_M1_D003_02",manager,TC-003-002-BND,boundary,P2,Y,
E_M1_D003_03,M1_DLG-003,,,"E_M1_D003_03: 삭제 버튼",manager,TC-003-003-BND,boundary,P2,Y,
E_M1_D003_04,M1_DLG-003,,,"E_M1_D003_04: 취소 버튼",manager,TC-003-004-BND,boundary,P2,Y,
E_M1_D003_05,M1_DLG-003,,,"E_M1_D003_05: ESC",manager,TC-003-005-BND,boundary,P2,Y,
E_M1_D003_06,M1_DLG-003,,,"E_M1_D003_06: 배경 클릭",manager,TC-003-006-BND,boundary,P2,Y,
E_M1_D003_09,M1_DLG-003,,,"E_M1_D003_09",manager,TC-003-007-BND,boundary,P2,Y,
E_M1_D003_10,M1_DLG-003,,,"E_M1_D003_10",manager,TC-003-008-BND,boundary,P2,Y,
E_M1_D003_11,M1_DLG-003,,,"E_M1_D003_11",manager,TC-003-009-BND,boundary,P2,Y,
E_M2_D003_01,M2_DLG-003,,,"E_M2_D003_01",manager,TC-003-010-BND,boundary,P2,Y,
E_M2_D003_02,M2_DLG-003,,,"E_M2_D003_02: 권한 없음",manager,TC-003-011-NEG,negative,P1,Y,
