row	????	?????	???? ?? ??_26.05.19	?? ?? ??_26.05.20
589	HQ-EXT-03-05	예측 인사이트	"LV3에서는 ""근거요인 설명"", ""이탈 위험 회원 목록"", ""권장 대응 액션""으로 적혀있는데,

인사이트를 누가 어떻게 생성하는건지에 대한 기능 설명이 없어서 판단 불가"	"[기획 답변] 제로스트의 판단불가 사유에 대해 기능 의미를 다음과 같이 명확히 정리합니다. 예측 인사이트는 사용자가 수기로 작성하는 것이 아니라 예측 실행 결과로 생성됩니다. 구성은 예측 근거 요인, 이탈 위험 회원 목록, 권장 대응 액션입니다. 모델은 선형 회귀+계절성 분해 기반 시계열 회귀입니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-EXT-03-예측분석/00-기본기능.md"
590	HQ-EXT-03-06	시나리오 비교 테이블	"고객사 측에서 보완하여 전달 예정이라고 함.
 계약서에는 명시되지 않은 기능이라서 보완 전달하더라도 추가 사항이 될 것으로 추정됨.
(LV3에서는 ""시나리오별 수치 비교""라고만 되어있음)"	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 시나리오 비교 테이블은 낙관, 기본, 보수 3개 시나리오별 예측 수치를 비교하는 표입니다. 기능 정의는 문서에 있으나 계약 범위 포함 여부는 별도 협의 대상으로 분리 가능합니다.
근거 문서: admin/기능명세서/D10-본사관리/HQ-EXT-03-예측분석/00-기본기능.md"
595	PAY-01-02	회원 검색	"LV3에서 ""X해제"" 기능이 어떤건지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. X 해제는 선택된 회원을 취소하는 버튼입니다. 회원 검색 후 선택된 이름/전화번호가 표시된 상태에서 X를 누르면 회원 선택을 해제합니다.
근거 문서: admin/기능명세서/D03-매출관리/PAY-01-결제처리/00-기본기능.md"
597	PAY-01-04	수납 방식 선택	"LV3에서 ""계약금 수납+잔액"" 방식은 어떤건지 확인 필요.

""결제 링크 발송""도 고객사 측 논의중이라고 들은것으로 기억함."	"[기획 답변] 제로스트 의견처럼 고객사/판도 확정이 필요한 지점은 따로 구분합니다. 현재 기획 답변으로 정리할 수 있는 문서상 정의는 다음과 같습니다. 수납 방식은 현장 전액 등록, 계약금 등록+잔액, 잔액 등록, 결제링크 발송 4종입니다. 계약금 등록+잔액은 당일 수납액만 등록하고 남은 금액을 미수금 또는 할부로 라우팅하는 방식입니다.
근거 문서: admin/기능명세서/D03-매출관리/PAY-01-결제처리/00-기본기능.md"
599	PAY-01-06	이용권 개시 옵션	"LV3에서 ""완납 후 개시""는 할부 결제 완납 후 결제인것인지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 이용권 개시 옵션은 즉시 개시와 완납 후 개시입니다. 완납 후 개시는 계약금만 받은 상태에서는 이용권을 활성화하지 않고 잔액 결제 완료 후 개시하는 옵션입니다.
근거 문서: admin/기능명세서/D03-매출관리/PAY-01-결제처리/00-기본기능.md"
607	PAY-02-01	요약 지표 4종	"요약지표 4종에 대해서 계약서에 명시되지 않았으나,
LV3 기준 ""환불 총액/건수/평균/위약금' 정도의 단순 요약이라면 무상 가능해보임."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 환불 요약 지표 4종은 환불 총액, 환불 건수, 평균 환불액, 위약금 합계입니다.
근거 문서: admin/기능명세서/D03-매출관리/PAY-02-환불관리/00-기본기능.md"
608	PAY-02-02	위약금 합계	"위약금에 대한 내용 계약서에 없음.
 
 위약금을 어디서 처리하는지도 명시되어있지 않고, LV3에서도 ""공제 위약금 총액 표시"" 라고만 적혀있음"	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 위약금 합계는 환불 처리 시 공제된 위약금 금액의 합계입니다. 위약금 적용 여부와 산식은 환불 정책 기준으로 협의 가능합니다.
근거 문서: admin/기능명세서/D03-매출관리/PAY-02-환불관리/00-기본기능.md"
609	PAY-02-03	날짜 필터	"LV3에 적힌 ""3프리셋""이 어떤건지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 날짜 필터 3프리셋은 오늘, 이번 달, 지난 달입니다.
근거 문서: admin/기능명세서/D03-매출관리/PAY-02-환불관리/00-기본기능.md"
610	PAY-02-04	환불 목록 테이블	"환불 목록 테이블 기능 자체는 필요해보이나,

LV3에서의 ""14개 컬럼""에 대해서는 어떤 컬럼들인지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 환불 목록 14개 컬럼은 환불일시, 회원명, 상품명, 원결제일, 원결제금액, 환불금액, 위약금, 환불수단, 환불사유, 처리자, 원판매 담당자, 상태, 승인/귀속, 액션입니다.
근거 문서: admin/기능명세서/D03-매출관리/PAY-02-환불관리/00-기본기능.md"
617	PAY-03-01	요약 지표 4종	"요약지표에 대해서 계약서에 명시되지 않았으나,
LV3에 명시된 ""미수 총액/건수/연체/회수"" 단순 요약 및 ""연체 카드 강조 테두리"" 수준이면 무상 가능해보임."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 미수금 요약 지표 4종은 미수 총액, 미수 건수, 연체 금액/건수, 회수 금액입니다.
근거 문서: admin/기능명세서/D03-매출관리/PAY-03-미수금관리/00-기본기능.md"
618	PAY-03-02	상태 탭 5종 + 배지	"LV3에서 명시된 ""전체/미결제/일부/연체/완료""건에 대해
 단순 구분하는 상태탭 및 ""카운트 배지"" 정도라면 필수 기능으로 보임."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 상태 탭 5종은 전체, 미결제, 일부결제, 연체, 완료입니다. 각 탭에는 상태별 건수 배지를 표시합니다.
근거 문서: admin/기능명세서/D03-매출관리/PAY-03-미수금관리/00-기본기능.md"
620	PAY-03-04	미수금 목록 12 컬럼	"LV3에 나온
""12개 컬럼"", ""상태배지4종"", ""발생유형 4종""에 어떤것들이 속하는지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 미수금 목록 12개 컬럼은 발생일, 회원명, 연락처, 발생유형, 원결제/상품, 미수금액, 납입금액, 잔액, 만기일, 상태 배지, 담당자, 액션입니다. 상태 배지 4종은 완료, 연체, 일부결제, 미결제이며 발생 유형 4종은 계약금 잔액, 결제링크 미결제, 수기 분할, 정기 할부 미납입니다.
근거 문서: admin/기능명세서/D03-매출관리/PAY-03-미수금관리/00-기본기능.md"
624	PAY-03-08	엑셀 내보내기	"계약서에 엑셀 다운로드 기능이 명시되어있지 않으나,
 
LV3에서 나온대로 현재 탭/검색 적용된 상태의 단순 목록 데이터를 
엑셀로 다운로드하는 기본 기능이라면 무상 가능해보임."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 엑셀 내보내기는 현재 탭/검색 조건이 적용된 미수금 목록 다운로드입니다.
근거 문서: admin/기능명세서/D03-매출관리/PAY-03-미수금관리/00-기본기능.md"
645	MKT-01-03	수신자 선택	"LV3에서 ""조건그룹/리드그룹""은 어떤 기능인지 확인 필요.
""개별 검색 (DLG-071-001)""에서도 기획코드 말고 기능명시 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 수신자 선택의 조건그룹은 상태/만료/등급/세그먼트 등 조건으로 대상자를 묶는 방식이고, 리드그룹은 CRM 리드 상태/유입경로 기준 대상 그룹입니다. 개별 검색 다이얼로그는 이름/연락처로 특정 회원 또는 리드를 선택하는 기능입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-01-메시지발송/00-기본기능.md"
649	MKT-01-07	미리보기	"LV3에서 ""DLG-071-002""와 같이 기획코드 적은 부분은 실제 기능 명시 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 미리보기 다이얼로그는 발송 전 제목/본문/치환값/대상 수/채널을 확인하는 화면입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-01-메시지발송/00-기본기능.md"
651	MKT-01-09	발송 이력	"LV3에서 ""6개 컬럼""으로 적혀있는데, 6개 컬럼에 어떤게 있는지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 발송 이력 6개 컬럼은 발송일시, 채널, 제목, 대상 수, 성공/실패 수, 액션입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-01-메시지발송/00-기본기능.md"
653	MKT-02-01	고객 알림 목록	"LV3에 나온 ""만료 step (본사) / 생일 축하 / 장기 미방문 / 등록 감사 / 첫 방문 환영"" 알림은
계약서의 자동 알림 13종 엔진(생일/만료 D-7·D-30/결석/환영 등)에 포함된다고 볼수 있으나,

해당 알림을 수신하는 주체가 앱(푸시)인지,알림톡인지, 메세지 인지 등에 대해서는 확인 필요.

계약서에서는 마케팅메세지 발송은 4채널로 되어있으나, 자동알림 13종의 수신 주체에 대해서 명시 없음."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 고객 알림 목록은 만료 step, 생일 축하, 장기 미방문, 등록 감사, 첫 방문 환영 등 회원 대상 자동 알림 규칙입니다. 기본 수신 채널은 설정에 따라 앱푸시/SMS/알림톡 중 활성 채널을 사용합니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-02-자동알림/00-기본기능.md"
654	MKT-02-02	상품 알림 목록	"LV3에 나온 ""만료 당일/ 홀딩 종료/ 결제 완료/ 환불 처리"" 알림은
계약서의 자동 알림 13종 엔진(생일/만료 D-7·D-30/결석/환영 등)에 포함된다고 볼수 있으나,

해당 알림을 수신하는 주체가 앱(푸시)인지,알림톡인지, 메세지 인지 등에 대해서는 확인 필요.

계약서에서는 마케팅메세지 발송은 4채널로 되어있으나, 자동알림 13종의 수신 주체에 대해서 명시 없음."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 상품 알림 목록은 만료 당일, 홀딩 종료, 결제 완료, 환불 처리 등 상품/결제 이벤트 기반 알림입니다. 수신 주체는 회원이며 채널은 알림 설정의 활성 채널을 따릅니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-02-자동알림/00-기본기능.md"
655	MKT-02-03	토글 활성/비활성	"LV3에서 ""규칙별 토글""과 ""본사 필수 차단"" 기능이 어떤건지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 규칙별 토글은 알림 규칙을 개별 ON/OFF하는 기능입니다. 본사 필수 차단은 본사가 필수로 지정한 규칙은 지점에서 임의로 끌 수 없게 하는 제한입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-02-자동알림/00-기본기능.md"
656	MKT-02-04	상세 설정	"LV3에서 ""DLG-072-001""와 같이 기획코드를 기능으로 적어놨는데, 기능 명시 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 상세 설정 다이얼로그는 알림 문구, 발송 시점, 채널, 대상 조건, 예외 조건을 수정하는 기능입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-02-자동알림/00-기본기능.md"
660	MKT-03-01	요약 지표	"LV3에서의 ""4종 카드""가 어떤건지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 쿠폰 요약 지표 4종은 전체 쿠폰 수, 활성 쿠폰 수, 발급 건수, 사용/만료 건수입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-03-쿠폰관리/00-기본기능.md"
661	MKT-03-02	쿠폰 목록	"LV3에서의 ""9개 컬럼""이 어떤게 있는지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 쿠폰 목록 9개 컬럼은 쿠폰명, 유형, 할인값, 사용기간, 발급수, 사용수, 상태, 생성자, 액션입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-03-쿠폰관리/00-기본기능.md"
662	MKT-03-03	쿠폰 생성	"LV3에서 ""DLG-073-001""와 같이 기획코드가 적혀있는데, 기능 명시 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 쿠폰 생성 다이얼로그는 쿠폰명, 할인 방식, 할인 금액/율, 유효기간, 발급 조건, 사용 제한을 입력해 쿠폰을 생성하는 기능입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-03-쿠폰관리/00-기본기능.md"
664	MKT-03-05	쿠폰 발급	"LV3에서 ""DLG-073-002""와 같이 기획코드가 적혀있는데, 기능 명시 필요.
""발급 메세지""는 어떤 기능인지 확인 필요. 
쿠폰 발급되면 자동으로 메세지를 보내는건지?
계약서에서는 쿠폰 관리 기능만 명시되어있음."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 쿠폰 발급 다이얼로그는 개별 회원 검색 또는 그룹/등급 조건으로 발급 대상을 선택해 쿠폰을 발급하는 기능입니다. 발급 메시지는 발급 완료 안내 발송 여부/문구를 의미합니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-03-쿠폰관리/00-기본기능.md"
665	MKT-03-06	쿠폰 삭제	"LV3에서 ""DLG-073-003""와 같이 기획코드가 적혀있는데, 기능 명시 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 쿠폰 삭제 다이얼로그는 쿠폰 삭제 전 사용 중/발급 이력 영향을 확인하고 삭제 또는 비활성 처리하는 확인 기능입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-03-쿠폰관리/00-기본기능.md"
666	MKT-03-07	사용률 통계	"계약서에  쿠폰 관리(생성·수정·발급·소멸·상태 자동 계산)으로만 적혀있고,
""쿠폰 사용률 통계"" 기능은 명시되어있지 않음.
LV3에서의 ""효과 분석""도 어떤 효과 분석 기능인지 확인 필요."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 사용률 통계는 발급 대비 사용률과 쿠폰별 효과를 보는 분석 영역입니다. 단순 사용률 표시를 넘는 효과 분석은 추가 협의 대상으로 분리 가능합니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-03-쿠폰관리/00-기본기능.md"
668	MKT-04-01	요약 지표	" 계약서에도 따로 명시 없고, 
LV3에서 ""4종 카드""라고 적혀있는데 4종 카드가 어떤건지 확인 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 마일리지 요약 지표 4종은 총 발행, 총 사용, 소멸 예정, 현재 유통 잔액입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-04-마일리지관리/00-기본기능.md"
669	MKT-04-02	회원별 테이블	"LV3에서의 ""7개 컬럼""이 어떤 컬럼들인지 확인 필요.
""회원명 → SCR-M004""와 같이 기획코드로 적힌것도 기능 명시 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 회원별 테이블 7개 컬럼은 회원명, 연락처, 현재 잔액, 총 적립, 총 사용, 최근 적립일, 액션입니다. 회원명 클릭은 회원 상세 이동입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-04-마일리지관리/00-기본기능.md"
671	MKT-04-04	이력 조회	"LV3에서의 ""5개 컬럼""이 어떤건지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 이력 조회 5개 컬럼은 일시, 구분(적립/사용/소멸/조정), 금액, 사유, 처리자입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-04-마일리지관리/00-기본기능.md"
672	MKT-04-05	수동 적립 / 차감	"LV3에서 ""DLG-074-002""라고 기획코드가 적혀있는데, 기능 명시 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 수동 적립/차감 다이얼로그는 대상 회원의 현재 잔액을 확인하고 적립/차감 금액과 사유를 입력해 잔액을 조정하는 기능입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-04-마일리지관리/00-기본기능.md"
673	MKT-04-06	적립 규칙	"LV3에서 ""DLG-074-001""라고 기획코드가 적혀있는데, 기능 명시 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 적립 규칙 다이얼로그는 결제 적립률, 이벤트 적립, 소멸 정책, 사용 단위 등을 설정하는 기능입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-04-마일리지관리/00-기본기능.md"
675	MKT-04-08	자동 소멸	"LV3에서의 ""회원 알림"" 기능은 마일리지가 소멸될지 회원 앱쪽에 푸시 알림하는 기능이라면
관련하여 계약서에 명시되어있지 않아서 추가 사항으로 판단됨.
계약서에는 "" 마일리지 관리(적립·사용·소멸 정책)""로만 적혀있음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 자동 소멸은 소멸 예정일이 지난 마일리지를 정책에 따라 차감하는 배치입니다. 회원 알림까지 포함할 경우 알림 채널 범위는 별도 협의 가능합니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-04-마일리지관리/00-기본기능.md"
676	MKT-04-09	엑셀 다운로드	"계약서에 엑셀 다운로드 기능이 명시되어있지 않으나,
 
 단순히 이력 목록 데이터를 엑셀로 다운로드하는 기본 기능이라면 무상 가능해보임."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 엑셀 다운로드는 마일리지 이력 목록 데이터를 다운로드하는 기능입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-04-마일리지관리/00-기본기능.md"
680	MKT-08	SMS / 카카오 대량 발송 (채널 통합 + 단가 관리)	"채널 통합에 대해서 기능 설명이 없음.
 
 계약서에는 채널 통합 기능 명시 없음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 채널 통합은 SMS와 카카오 발송을 한 화면에서 선택·비용 확인·대상 발송하는 기능입니다. 계약 범위에 채널 통합이 없으면 추가 협의 대상으로 분리 가능합니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-08-SMS카카오대량발송/00-기본기능.md"
681	MKT-08-01	채널 현황	"LV3에적힌 ""4종 카드""가 어떤건지 확인 필요. "	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 채널 현황 4종 카드는 SMS 잔여/사용, 카카오 잔여/사용 또는 채널별 발송 가능 상태와 비용 현황을 요약합니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-08-SMS카카오대량발송/00-기본기능.md"
682	MKT-08-02	발송 대상 선택	"LV3에서 ""DLG-078-001""으로 기획코드가 적혀있는데, 기능 명시 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 발송 대상 선택 다이얼로그는 회원/리드/조건그룹을 선택해 대량 발송 대상을 확정하는 기능입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-08-SMS카카오대량발송/00-기본기능.md"
685	MKT-08-05	발송 확인	"LV3에서 ""DLG-078-002와 같이 기획코드가 적힌 부분은 기능 명시 필요."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 발송 확인 다이얼로그는 발송 전 대상 수, 채널, 예상 비용, 메시지 내용을 최종 확인하는 기능입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-08-SMS카카오대량발송/00-기본기능.md"
686	MKT-08-06	발송 처리	"LV3에서 ""채널분배"" 기능은 어떤건지 확인 필요. 단순히 채널을 선택해서 보낸다는것인지?"	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 채널분배는 선택한 우선 채널로 발송하고 실패 또는 미수신 조건에서 대체 채널로 분기하는 처리입니다. 단순 채널 선택만 적용할 수도 있습니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-08-SMS카카오대량발송/00-기본기능.md"
687	MKT-08-07	발송 이력	"LV3에서 ""5개 컬럼""이라고 적혀있는데, 어떤 컬럼들인지 확인 필요."	"[기획 답변] 제로스트 O열 의견을 기준으로 답변드립니다. 발송 이력 5개 컬럼은 발송일시, 채널, 대상 수, 성공/실패 수, 비용/액션입니다.
근거 문서: admin/기능명세서/D08-마케팅/MKT-08-SMS카카오대량발송/00-기본기능.md"
705	SAL-EXT-05-01	카테고리 탭	"카테고리탭 관련하여 계약서에 명시되어있지는 않으나,
 
 상품 카테고리(회원권, PT 등)에 대한 구분 탭이면 무상 가능해보임"	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 카테고리 탭 4종은 이용권, PT, GX, 기타입니다.
근거 문서: admin/기능명세서/D03-매출관리/SAL-EXT-05-POS판매/00-기본기능.md"
707	SAL-EXT-05-03	상품 카드 그리드	"상품 카드 그리드 관련하여 계약서에 명시되어있지는 않으나,
 
 단순히 UI상 상품을 카드 그리드 형태로 보여주는것이라면 무상 가능해보임."	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 상품 카드에는 상품 유형 배지, 상품명, 기간/횟수, 현금가/카드가가 표시됩니다.
근거 문서: admin/기능명세서/D03-매출관리/SAL-EXT-05-POS판매/00-기본기능.md"
708	SAL-EXT-05-04	장바구니 패널	"장바구니 관련하여 계약서에 명시되어있지는 않으나,
 
 상품 선택 후 결제 전에 담아두는 단순 장바구니 기능이라면 무상 가능해보임"	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 장바구니 패널은 담긴 상품 목록, 수량 조절, 현금/카드 가격 전환, 개별/전체 삭제, 빈 상태 안내를 포함합니다.
근거 문서: admin/기능명세서/D03-매출관리/SAL-EXT-05-POS판매/00-기본기능.md"
710	SAL-EXT-05-06	결제 진입	"LV3에서 
""[결제하기] → SCR-S003""와 같이 기획코드로 적힌거는 기능 명시 필요.
""[결제링크 발송] (회원 선택 시)""은 고객사측에서 논의중이라고 하였고, 
계약서에 결제 링크 발송 관련 명시 없음."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. 결제하기는 결제 처리 화면(SCR-S003)으로 이동하는 버튼입니다. 결제링크 발송은 회원 선택 시 활성화되는 비대면 결제 흐름이며, 범위 이견이 있으면 별도 협의 가능합니다.
근거 문서: admin/기능명세서/D03-매출관리/SAL-EXT-05-POS판매/00-기본기능.md"
711	SAL-EXT-05-07	상품 등록 단축	"상품등록단축 기능에 대한 설명이 없고, 계약서에 명시가 되어있지 않음.
LV3에서는 ""[상품 등록] → SCR-P002""와 같이 기획코드로 적혀있는데, 기능 명시 필요.
"	"[기획 답변] 제로스트 의견처럼 계약서 명시/유무상 판단과 기획 설명은 분리됩니다. 해당 항목의 기획 기준은 다음과 같고, 최종 계약 범위 판단은 판도-제로스트 협의 사항입니다. 상품 등록 단축은 POS 판매 중 신규 상품 등록이 필요할 때 상품 등록/수정 화면(SCR-P002)으로 이동하는 빠른 진입 버튼입니다.
근거 문서: admin/기능명세서/D03-매출관리/SAL-EXT-05-POS판매/00-기본기능.md"
713	CLS-14	출석 QR 체크인 (회원 자가 출석 + 실시간 현황)	"수업쪽 QR 관리 및 인증 처리는 계약서에 명시도 되어있지 않은데,
 
 고객사 측에서도 기획적으로 확정하지 못한 부분이라서 현재 판단 불가."	"[기획 답변] 제로스트 의견의 계약 범위 이견과 구분해 답변드립니다. 기능 정의는 기획 문서 기준 다음과 같습니다. CLS-14는 회원이 QR을 스캔해 수업 출석을 직접 처리하고 실시간 출석 현황을 보는 기능입니다. 기능 정의는 문서에 있으나 QR 관리/자가 체크인/자동 노쇼는 계약 범위 포함 여부를 별도 협의할 수 있습니다.
근거 문서: admin/기능명세서/D04-수업관리/CLS-14-출석QR체크인/00-기본기능.md"
715	CLS-14-02	수업 선택	"위의 대분류 항목과 동일하게, QR 출석 관련 세부 기능이라서 판단 불가.
 
 고객사 측에서도 기획적으로 확정하지 못한 부분"	"[기획 답변] 제로스트 의견처럼 고객사/판도 확정이 필요한 지점은 따로 구분합니다. 현재 기획 답변으로 정리할 수 있는 문서상 정의는 다음과 같습니다. 수업 선택은 진행 중·예정 수업을 노출하며 수업 시작 30분 전부터 표시하고 자동 전환합니다.
근거 문서: admin/기능명세서/D04-수업관리/CLS-14-출석QR체크인/00-기본기능.md"
716	CLS-14-03	출석 등록	"위의 대분류 항목과 동일하게, QR 출석 관련 세부 기능이라서 판단 불가.
 
 고객사 측에서도 기획적으로 확정하지 못한 부분"	"[기획 답변] 제로스트 의견처럼 고객사/판도 확정이 필요한 지점은 따로 구분합니다. 현재 기획 답변으로 정리할 수 있는 문서상 정의는 다음과 같습니다. 출석 등록은 QR 인식 후 회원 검증과 수업 매칭을 거쳐 자동 출석 처리하며 PT는 횟수 차감과 정원 검증을 함께 처리합니다.
근거 문서: admin/기능명세서/D04-수업관리/CLS-14-출석QR체크인/00-기본기능.md"
